,Platform,Year,Genre,Publisher,Global_Sales,Meta_NP,Meta_VP,Meta_NUsers,Meta_VUsers,test_note_JVC,avis_count_JVC,avis_note_JVC,Classification_Age_JVC,Support_JVC,langue_parlée_JVC,texte_JVC,freq_name
1079,PS,1995,Role-Playing,Sony Computer Entertainment,1.11,78.0,14.0,8.5,27.0,14.0,4.0,14.8,12.0,Autre,français,français,3.0
1080,Wii,2007,Racing,Electronic Arts,1.11,61.0,16.0,8.5,37.0,12.0,75.0,14.3,3.0,DVD,français,français,2.0
1081,WiiU,2013,Strategy,Nintendo,1.11,87.0,79.0,8.7,804.0,16.0,185.0,17.3,7.0,Autre,français,français,4.0
1082,PS,1999,Role-Playing,SquareSoft,1.11,72.0,35.0,6.8,19.0,17.0,2.0,18.0,3.0,Autre,français,anglais,2.0
1083,PS3,2009,Misc,Activision,1.1,86.0,54.0,5.8,94.0,18.0,96.0,15.7,12.0,Blu-Ray,français,français,3.0
1084,X360,2007,Shooter,Electronic Arts,1.1,73.0,54.0,6.9,100.0,13.0,100.0,13.8,16.0,Blu-Ray DVD,français,français,3.0
1085,3DS,2015,Action,Nintendo,1.1,73.0,73.0,7.3,238.0,16.0,51.0,13.6,7.0,Autre,français,français,2.0
1086,PS3,2012,Action,Warner Bros. Interactive Entertainment,1.1,82.0,16.0,8.0,118.0,16.0,101.0,16.7,7.0,Blu-Ray,français,français,2.0
1087,NES,1984,Puzzle,Hudson Soft,1.1,74.0,7.0,7.5,6.0,15.0,3.0,16.0,7.0,Autre,français,français,4.0
1088,N64,1998,Racing,Nintendo,1.1,85.0,13.0,8.7,129.0,16.0,112.0,17.8,3.0,Autre,français,français,2.0
1089,Wii,2008,Shooter,Electronic Arts,1.1,66.0,13.0,5.0,9.0,11.0,2.0,9.0,7.0,DVD,français,français,3.0
1090,PS2,2001,Sports,Electronic Arts,1.1,74.0,18.0,8.3,4.0,15.0,33.0,13.0,3.0,CD,français,français,1.0
1091,PS2,2006,Misc,Sony Computer Entertainment,1.1,76.0,25.0,6.8,5.0,12.0,2.0,12.5,7.0,DVD,français,français,1.0
1092,GC,2003,Role-Playing,Nintendo,1.1,86.0,60.0,8.9,283.0,19.0,19.0,19.0,12.0,Autre,anglais,français,3.0
1093,PSP,2005,Role-Playing,Activision,1.1,68.0,51.0,7.9,72.0,13.0,42.0,14.6,12.0,Autre,français,français,2.0
1094,PS,1998,Role-Playing,Sony Computer Entertainment,1.1,80.0,13.0,8.4,72.0,10.0,4.0,15.5,3.0,DVD Blu-Ray,français,français,1.0
1095,PS3,2013,Role-Playing,Square Enix,1.1,66.0,62.0,6.1,683.0,15.0,281.0,15.4,16.0,Blu-Ray,anglais,français,1.0
1096,PSP,2008,Action,LucasArts,1.09,70.0,10.0,8.1,79.0,11.0,14.0,16.1,16.0,Autre,français,français,1.0
1097,PSP,2007,Action,Electronic Arts,1.09,59.0,7.0,7.2,29.0,11.0,8.0,13.3,3.0,Autre,français,français,2.0
1098,PS2,2006,Adventure,Sega,1.09,77.0,34.0,8.7,99.0,15.0,24.0,17.3,18.0,DVD,japonais,anglais,4.0
1099,X360,2009,Sports,Electronic Arts,1.09,84.0,70.0,8.3,87.0,17.0,173.0,17.0,16.0,DVD Blu-Ray,français,français,4.0
1100,PS3,2007,Fighting,Sega,1.09,85.0,47.0,7.3,83.0,17.0,75.0,15.5,16.0,Blu-Ray,français,français,3.0
1101,PS,1998,Simulation,Konami Digital Entertainment,1.09,67.0,30.0,8.0,14.0,11.0,2.0,6.0,12.0,Autre,français,français,3.0
1102,PSP,2005,Misc,Sony Computer Entertainment,1.09,73.0,28.0,7.9,18.0,6.0,17.0,13.4,12.0,UMD,français,français,2.0
1103,DS,2006,Action,LucasArts,1.09,47.0,9.0,5.0,50.0,7.0,69.0,10.4,3.0,Cartouche,français,français,1.0
1104,XB,2003,Sports,Electronic Arts,1.09,92.0,27.0,7.6,53.0,17.0,1.0,20.0,3.0,Autre,français,français,2.0
1105,PC,2009,Strategy,Sega,1.09,90.0,62.0,7.0,3187.0,14.0,14.0,12.1,3.0,Autre,français,français,2.0
1106,Wii,2009,Sports,Electronic Arts,1.09,88.0,44.0,7.6,67.0,15.0,8.0,15.9,3.0,DVD,anglais,anglais,3.0
1107,PS2,2002,Shooter,LucasArts,1.09,65.0,32.0,7.9,54.0,13.0,57.0,16.7,12.0,DVD,français,français,1.0
1108,PS3,2012,Action,Activision,1.09,77.0,21.0,6.8,30.0,15.0,40.0,14.6,7.0,Blu-Ray,français,français,4.0
1109,Wii,2007,Adventure,Nintendo,1.09,72.0,42.0,8.2,66.0,14.0,72.0,16.6,3.0,DVD,français,français,4.0
1110,PS,1998,Sports,Midway Games,1.09,85.0,14.0,7.8,21.0,11.0,1.0,18.0,3.0,Autre,français,français,2.0
1111,X360,2010,Racing,Sega,1.09,47.0,52.0,2.5,150.0,9.0,50.0,15.1,3.0,DVD,français,français,3.0
1112,PS2,2003,Racing,Electronic Arts,1.08,88.0,15.0,8.6,88.0,11.0,0.0,15.0,3.0,DVD,français,français,3.0
1113,Wii,2009,Sports,THQ,1.08,74.0,5.0,8.1,32.0,11.0,0.0,15.0,3.0,DVD,français,français,4.0
1114,DS,2009,Adventure,Electronic Arts,1.08,60.0,5.0,5.0,5.0,12.0,44.0,15.0,3.0,Autre,français,français,3.0
1115,Wii,2009,Action,Capcom,1.08,75.0,55.0,7.6,109.0,11.0,4.0,14.0,18.0,Autre,français,français,3.0
1116,X360,2012,Action,Electronic Arts,1.08,76.0,20.0,5.7,69.0,11.0,3.0,16.7,3.0,Blu-Ray DVD,français,français,3.0
1117,PSP,2009,Action,Take-Two Interactive,1.08,90.0,77.0,7.4,263.0,18.0,233.0,15.3,18.0,UMD,français,français,1.0
1118,PS3,2007,Shooter,Electronic Arts,1.08,89.0,21.0,8.2,220.0,18.0,89.0,17.2,16.0,Blu-Ray,français,français,4.0
1119,X360,2008,Action,Eidos Interactive,1.08,76.0,57.0,6.8,223.0,15.0,127.0,16.3,16.0,Blu-Ray,français,français,2.0
1120,PS2,2004,Shooter,Ubisoft,1.08,58.0,21.0,5.4,24.0,9.0,23.0,13.0,12.0,DVD,français,français,2.0
1121,PS3,2011,Racing,Codemasters,1.08,87.0,52.0,7.2,136.0,15.0,190.0,15.5,12.0,Blu-Ray,français,français,4.0
1122,WiiU,2013,Platform,Nintendo,1.08,80.0,66.0,8.2,341.0,15.0,121.0,16.7,3.0,Autre,français,français,2.0
1123,DS,2008,Simulation,Electronic Arts,1.08,65.0,20.0,6.8,26.0,15.0,49.0,12.6,12.0,Cartouche,français,français,4.0
1124,PS,1998,Sports,Midway Games,1.08,75.0,20.0,6.8,5.0,18.0,10.0,16.9,3.0,Autre,français,français,4.0
1125,GBA,2003,Fighting,Atari,1.08,40.0,23.0,5.9,30.0,4.0,42.0,6.8,7.0,Cartouche,français,français,1.0
1126,GC,2005,Shooter,Nintendo,1.08,67.0,59.0,8.2,140.0,14.0,120.0,15.9,3.0,Autre,anglais,anglais,1.0
1127,PS3,2008,Fighting,Namco Bandai Games,1.08,75.0,32.0,7.9,154.0,11.0,0.0,15.0,3.0,Autre,français,français,2.0
1128,X360,2011,Fighting,Capcom,1.08,85.0,77.0,7.1,178.0,17.0,166.0,16.2,12.0,Autre,anglais,français,1.0
1129,X360,2013,Sports,Electronic Arts,1.07,77.0,18.0,6.0,82.0,11.0,3.0,16.3,3.0,Blu-Ray DVD,français,français,3.0
1130,PS2,2006,Shooter,Activision,1.07,82.0,14.0,7.6,144.0,14.0,159.0,16.3,16.0,DVD,français,français,3.0
1131,X360,2008,Action,Take-Two Interactive,1.07,80.0,56.0,8.3,222.0,16.0,179.0,17.9,16.0,DVD,anglais,français,3.0
1132,SAT,1994,Fighting,Sega,1.07,85.0,47.0,7.3,83.0,11.0,3.0,16.0,3.0,Autre,français,français,3.0
1133,PC,1999,Sports,Eidos Interactive,1.07,68.0,9.0,6.8,10.0,14.0,85.0,16.6,3.0,CD,français,français,3.0
1134,X360,2007,Sports,Konami Digital Entertainment,1.07,76.0,29.0,7.6,42.0,17.0,66.0,15.2,3.0,Autre,français,français,2.0
1135,DS,2005,Platform,Nintendo,1.07,75.0,48.0,7.8,53.0,17.0,140.0,17.1,3.0,Cartouche,français,français,2.0
1136,PS2,2005,Fighting,Namco Bandai Games,1.07,86.0,57.0,8.6,163.0,19.0,283.0,17.9,16.0,DVD,anglais,français,1.0
1137,PS3,2013,Platform,Activision,1.07,83.0,31.0,5.7,43.0,16.0,58.0,13.2,7.0,Autre,français,français,3.0
1138,PS3,2012,Racing,Codemasters,1.07,81.0,23.0,7.5,58.0,16.0,189.0,16.7,3.0,Blu-Ray,français,français,3.0
1139,PSP,2005,Sports,Sony Computer Entertainment,1.07,70.0,31.0,6.5,4.0,9.0,18.0,14.8,3.0,Autre,français,français,1.0
1140,Wii,2011,Action,Disney Interactive Studios,1.07,61.0,11.0,6.6,8.0,11.0,18.0,12.4,7.0,DVD,français,français,4.0
1141,PS,1995,Racing,Sony Computer Entertainment,1.07,78.0,20.0,7.5,12.0,11.0,8.0,15.9,3.0,CD,français,français,3.0
1142,PS,1999,Racing,Electronic Arts,1.07,53.0,5.0,6.0,4.0,13.0,3.0,15.0,3.0,Autre,français,français,2.0
1143,PS2,2006,Fighting,Midway Games,1.06,75.0,43.0,8.2,174.0,15.0,85.0,17.0,18.0,DVD,anglais,français,1.0
1144,PS2,2002,Racing,Electronic Arts,1.06,81.0,25.0,7.8,26.0,16.0,14.0,17.7,12.0,Autre,français,français,3.0
1145,PS3,2007,Racing,Codemasters,1.06,83.0,32.0,8.1,40.0,11.0,0.0,15.0,3.0,Autre,français,français,4.0
1146,DS,2007,Shooter,Activision,1.06,75.0,22.0,6.1,56.0,16.0,135.0,10.3,3.0,Autre,français,français,2.0
1147,Wii,2008,Sports,Sega,1.06,71.0,24.0,7.0,21.0,12.0,22.0,12.6,7.0,DVD,français,français,2.0
1148,PS2,2005,Sports,Electronic Arts,1.06,89.0,36.0,8.5,52.0,17.0,41.0,18.0,3.0,DVD,anglais,français,1.0
1149,X360,2008,Shooter,Electronic Arts,1.06,72.0,69.0,7.2,162.0,12.0,59.0,14.5,16.0,Blu-Ray DVD,français,français,1.0
1150,PS2,2003,Action,Universal Interactive,1.06,71.0,28.0,7.7,27.0,16.0,38.0,12.4,12.0,DVD,français,français,4.0
1151,N64,1997,Sports,Acclaim Entertainment,1.06,57.0,9.0,8.0,5.0,11.0,0.0,15.0,3.0,Cartouche,français,français,2.0
1152,X360,2009,Misc,Activision,1.06,84.0,72.0,7.9,44.0,17.0,9.0,17.6,3.0,DVD Blu-Ray,français,français,3.0
1153,PC,2001,Role-Playing,Vivendi Games,1.06,87.0,21.0,9.0,1002.0,14.0,34.0,4.9,3.0,Autre,français,français,1.0
1154,PS4,2016,Fighting,Namco Bandai Games,1.06,79.0,60.0,8.1,546.0,11.0,4.0,17.5,3.0,Autre,français,français,2.0
1155,GBA,2004,Action,Activision,1.06,65.0,12.0,7.9,8.0,12.0,12.0,15.1,3.0,Cartouche,français,français,3.0
1156,PS3,2007,Sports,Sega,1.06,80.0,35.0,7.9,36.0,16.0,104.0,14.7,3.0,Autre,français,français,3.0
1157,PS2,2002,Racing,Play It,1.06,63.0,9.0,8.9,14.0,7.0,5.0,13.2,3.0,DVD,français,français,4.0
1158,DS,2007,Adventure,Capcom,1.06,78.0,48.0,8.0,114.0,16.0,28.0,15.6,7.0,Autre,français,français,3.0
1159,X360,2014,Action,Ubisoft,1.05,72.0,32.0,7.3,417.0,11.0,1.0,18.0,3.0,Autre,français,français,3.0
1160,PSP,2006,Shooter,Sony Computer Entertainment,1.05,81.0,31.0,7.9,55.0,12.0,118.0,16.5,16.0,UMD,français,français,3.0
1161,Wii,2010,Misc,Ubisoft,1.05,48.0,6.0,3.3,4.0,11.0,5.0,5.8,12.0,DVD,français,français,3.0
1162,PS,1996,Role-Playing,Sony Computer Entertainment,1.05,72.0,39.0,8.5,47.0,16.0,1.0,12.0,12.0,Autre,français,français,1.0
1163,PS3,2012,Action,THQ,1.05,86.0,30.0,7.5,114.0,16.0,151.0,17.1,16.0,Blu-Ray,anglais,français,3.0
1164,PS2,2002,Sports,Sega,1.05,89.0,21.0,7.7,19.0,17.0,22.0,17.3,3.0,Autre,français,français,1.0
1165,PS4,2015,Fighting,Namco Bandai Games,1.05,69.0,50.0,7.6,688.0,16.0,124.0,14.6,3.0,Blu-Ray,français,français,1.0
1166,XB,2001,Racing,Electronic Arts,1.05,61.0,17.0,7.4,9.0,13.0,12.0,16.1,3.0,Autre,français,français,4.0
1167,PS,2000,Sports,Acclaim Entertainment,1.05,82.0,14.0,7.0,13.0,16.0,14.0,17.8,3.0,Autre,français,français,2.0
1168,X360,2009,Fighting,THQ,1.05,80.0,59.0,8.2,55.0,17.0,62.0,17.3,16.0,Autre,anglais,français,1.0
1169,XB,2005,Racing,Microsoft Game Studios,1.05,92.0,73.0,7.7,245.0,17.0,108.0,17.6,3.0,DVD,français,français,3.0
1170,X360,2006,Platform,Sega,1.05,46.0,38.0,5.2,904.0,9.0,119.0,12.8,12.0,Autre,français,français,3.0
1171,Wii,2009,Adventure,Electronic Arts,1.05,78.0,28.0,8.5,38.0,14.0,60.0,17.3,3.0,Autre,français,français,3.0
1172,DS,2012,Role-Playing,Nintendo,1.05,80.0,40.0,8.1,135.0,9.0,27.0,16.2,3.0,Cartouche,français,français,4.0
1173,X360,2007,Action,Electronic Arts,1.05,71.0,52.0,7.8,97.0,11.0,8.0,13.3,3.0,Autre,français,français,2.0
1174,Wii,2008,Action,Warner Bros. Interactive Entertainment,1.04,67.0,12.0,7.0,8.0,15.0,10.0,11.9,3.0,Autre,français,français,1.0
1175,PS2,2003,Sports,Electronic Arts,1.04,81.0,22.0,8.3,15.0,11.0,0.0,15.0,3.0,CD,français,français,3.0
1176,PS,1997,Role-Playing,Namco Bandai Games,1.04,78.0,9.0,8.5,47.0,18.0,2.0,17.5,3.0,CD,français,français,3.0
1177,GC,2003,Fighting,Nintendo,1.04,74.0,22.0,8.7,47.0,16.0,162.0,15.4,12.0,Autre,français,français,2.0
1178,GBA,2001,Racing,Nintendo,1.04,86.0,19.0,7.7,36.0,16.0,120.0,15.7,3.0,Cartouche,français,français,3.0
1179,X360,2009,Action,Activision,1.04,71.0,41.0,7.5,48.0,13.0,16.0,15.8,7.0,Autre,français,français,2.0
1180,PS4,2015,Racing,Slightly Mad Studios,1.04,83.0,37.0,6.6,454.0,16.0,129.0,14.3,3.0,PlayStation Store,français,français,2.0
1181,XB,2005,Racing,Electronic Arts,1.04,83.0,32.0,8.8,42.0,15.0,34.0,15.8,7.0,Autre,français,français,2.0
1182,DS,2011,Platform,Nintendo,1.04,83.0,46.0,7.9,86.0,17.0,52.0,16.9,3.0,Cartouche,français,français,1.0
1183,PS3,2007,Shooter,Ubisoft,1.04,84.0,29.0,7.8,53.0,11.0,2.0,18.5,16.0,Autre,français,français,2.0
1184,PSP,2009,Racing,Sony Computer Entertainment,1.04,79.0,58.0,7.9,70.0,16.0,177.0,17.4,12.0,Autre,français,français,3.0
1185,PSP,2005,Racing,Sony Computer Entertainment,1.04,88.0,56.0,8.0,118.0,16.0,91.0,16.9,3.0,Autre,français,français,4.0
1186,PS4,2014,Sports,Electronic Arts,1.04,70.0,57.0,6.1,296.0,17.0,131.0,14.3,16.0,Autre,français,français,3.0
1187,PS2,2005,Racing,THQ,1.03,79.0,30.0,8.6,22.0,12.0,22.0,17.3,7.0,DVD,anglais,anglais,1.0
1188,PS3,2008,Platform,Sega,1.03,54.0,24.0,8.3,375.0,13.0,167.0,14.7,7.0,Blu-Ray,anglais,français,3.0
1189,Wii,2007,Sports,Electronic Arts,1.03,72.0,24.0,7.0,22.0,13.0,5.0,13.4,3.0,Autre,français,français,3.0
1190,PS2,2003,Sports,Electronic Arts,1.03,82.0,16.0,8.8,12.0,11.0,0.0,15.0,3.0,DVD,français,français,3.0
1191,NES,1985,Puzzle,Hudson Soft,1.03,62.0,63.0,6.7,336.0,14.0,1.0,17.0,3.0,Autre,anglais,français,4.0
1192,Wii,2007,Action,Electronic Arts,1.03,64.0,19.0,6.0,41.0,11.0,8.0,13.3,3.0,Autre,français,français,2.0
1193,Wii,2008,Misc,MTV Games,1.03,92.0,10.0,7.2,55.0,16.0,15.0,17.3,3.0,DVD,français,français,3.0
1194,PS,1998,Fighting,Virgin Interactive,1.03,93.0,12.0,8.4,106.0,16.0,75.0,16.8,3.0,Autre,anglais,anglais,3.0
1195,Wii,2007,Fighting,Tomy Corporation,1.02,74.0,23.0,7.9,30.0,16.0,229.0,15.7,3.0,DVD,anglais,français,2.0
1196,X360,2007,Shooter,Ubisoft,1.02,86.0,58.0,7.7,104.0,17.0,2.0,18.5,12.0,Autre,français,français,2.0
1197,GC,2004,Platform,Activision,1.02,70.0,25.0,5.5,29.0,14.0,28.0,15.8,3.0,Autre,français,français,4.0
1198,PS3,2010,Role-Playing,Namco Bandai Games,1.02,77.0,55.0,8.5,379.0,17.0,265.0,17.2,12.0,Blu-Ray,anglais,français,3.0
1199,SNES,1993,Action,Capcom,1.02,42.0,29.0,7.2,11.0,11.0,12.0,14.0,3.0,Cartouche,français,français,2.0
1200,Wii,2008,Platform,THQ,1.02,51.0,18.0,5.3,12.0,12.0,10.0,11.4,3.0,Autre,français,français,4.0
1201,X360,2007,Simulation,Atari,1.02,80.0,54.0,7.9,122.0,15.0,96.0,15.3,12.0,DVD,anglais,français,3.0
1202,XB,2006,Sports,Electronic Arts,1.02,80.0,54.0,6.0,151.0,16.0,1.0,19.0,3.0,Autre,anglais,anglais,2.0
1203,PS2,2004,Action,Electronic Arts,1.02,70.0,29.0,8.3,66.0,15.0,133.0,16.8,3.0,DVD,français,français,3.0
1204,WiiU,2014,Action,Nintendo,1.01,91.0,80.0,8.9,1362.0,19.0,108.0,18.4,16.0,Autre,anglais,français,4.0
1205,PSP,2010,Action,Sony Computer Entertainment,1.01,86.0,73.0,8.9,684.0,16.0,66.0,16.6,18.0,Blu-Ray,français,français,2.0
1206,3DS,2011,Platform,Sega,1.01,66.0,29.0,6.9,162.0,13.0,120.0,14.7,3.0,Cartouche,français,français,3.0
1207,X360,2008,Action,Tecmo Koei,1.01,81.0,74.0,8.0,373.0,17.0,32.0,15.0,16.0,Autre,anglais,français,1.0
1208,PS3,2014,Action,Warner Bros. Interactive Entertainment,1.01,80.0,5.0,7.0,20.0,13.0,9.0,13.3,7.0,Blu-Ray,français,français,2.0
1209,PS3,2009,Racing,Codemasters,1.01,87.0,63.0,7.8,118.0,16.0,241.0,16.8,12.0,Blu-Ray,français,français,4.0
1210,PS4,2014,Platform,Ubisoft,1.01,90.0,16.0,8.3,1072.0,17.0,101.0,16.6,7.0,Blu-Ray,français,français,2.0
1211,Wii,2009,Shooter,Electronic Arts,1.0,67.0,12.0,4.5,6.0,11.0,0.0,15.0,3.0,DVD,français,français,3.0
1212,PS2,2003,Racing,Empire Interactive,1.0,51.0,5.0,8.5,15.0,13.0,11.0,14.7,3.0,DVD,français,français,2.0
1213,X360,2008,Sports,Konami Digital Entertainment,1.0,74.0,33.0,6.8,78.0,15.0,43.0,15.7,3.0,Autre,français,français,2.0
1214,PS2,2000,Fighting,Tecmo Koei,1.0,91.0,20.0,8.0,68.0,17.0,122.0,17.0,3.0,DVD,français,français,2.0
1215,N64,2000,Racing,Nintendo,1.0,88.0,24.0,8.2,34.0,16.0,19.0,15.4,3.0,Cartouche,français,français,4.0
1216,XB,2003,Fighting,Namco Bandai Games,1.0,92.0,39.0,8.8,69.0,19.0,62.0,18.4,12.0,Autre,anglais,français,1.0
1217,PS3,2008,Shooter,Ubisoft,1.0,55.0,65.0,6.2,331.0,9.0,136.0,12.0,18.0,Blu-Ray,français,français,4.0
1218,X360,2012,Action,THQ,1.0,85.0,60.0,7.5,100.0,16.0,151.0,17.1,16.0,DVD Blu-Ray,anglais,français,3.0
1219,PSV,2013,Shooter,Sony Computer Entertainment Europe,1.0,78.0,86.0,8.8,630.0,17.0,275.0,17.4,18.0,Autre,français,français,1.0
1220,PS2,2002,Action,Tecmo Koei,1.0,72.0,16.0,8.5,60.0,12.0,15.0,15.8,16.0,Autre,français,français,1.0
1221,DS,2005,Strategy,THQ,1.0,44.0,19.0,6.6,27.0,5.0,91.0,9.9,3.0,Autre,français,français,3.0
1222,PS3,2013,Misc,Ubisoft,1.0,86.0,14.0,7.5,59.0,15.0,12.0,16.8,12.0,Blu-Ray,français,français,3.0
1223,PS3,2013,Action,Electronic Arts,1.0,76.0,37.0,6.5,619.0,16.0,271.0,15.4,18.0,Blu-Ray,français,français,2.0
1224,PS3,2013,Action,Disney Interactive Studios,1.0,75.0,21.0,6.3,55.0,11.0,10.0,14.8,7.0,Blu-Ray,français,français,4.0
1225,X360,2013,Action,Electronic Arts,0.99,78.0,68.0,6.5,793.0,16.0,231.0,15.5,18.0,Autre,français,français,2.0
1226,DS,2005,Adventure,Capcom,0.99,81.0,53.0,9.0,361.0,16.0,28.0,15.6,7.0,Autre,français,français,3.0
1227,XB,2000,Sports,Microsoft Game Studios,0.99,79.0,24.0,8.3,10.0,11.0,0.0,15.0,3.0,DVD,français,français,2.0
1228,X360,2013,Action,Ubisoft,0.99,82.0,58.0,7.6,432.0,16.0,165.0,17.2,18.0,Autre,français,français,2.0
1229,PSP,2006,Simulation,Namco Bandai Games,0.99,75.0,26.0,8.3,46.0,15.0,109.0,16.9,12.0,UMD,anglais,français,2.0
1230,X360,2011,Sports,Electronic Arts,0.99,82.0,25.0,6.7,56.0,11.0,5.0,18.4,3.0,Blu-Ray DVD,français,français,3.0
1231,Wii,2009,Misc,Activision,0.99,79.0,20.0,6.5,19.0,16.0,17.0,15.6,12.0,DVD,français,français,3.0
1232,Wii,2009,Racing,THQ,0.99,58.0,7.0,6.5,11.0,10.0,2.0,17.5,4.0,DVD,français,français,4.0
1233,PS3,2009,Simulation,Sony Computer Entertainment,0.99,70.0,35.0,7.7,26.0,9.0,19.0,15.6,3.0,UMD,français,français,4.0
1234,Wii,2009,Action,Warner Bros. Interactive Entertainment,0.99,56.0,5.0,8.4,23.0,10.0,14.0,16.1,7.0,DVD,français,français,3.0
1235,PSP,2008,Racing,Take-Two Interactive,0.99,79.0,26.0,8.3,58.0,15.0,111.0,17.1,12.0,UMD,anglais,français,3.0
1236,PS3,2008,Misc,Activision,0.99,70.0,39.0,5.1,28.0,15.0,31.0,14.5,12.0,Blu-Ray,français,français,3.0
1237,Wii,2007,Fighting,THQ,0.99,59.0,13.0,6.3,23.0,11.0,36.0,10.8,12.0,Autre,français,français,1.0
1238,GC,2005,Platform,Sega,0.99,51.0,22.0,6.4,226.0,10.0,17.0,15.8,12.0,Autre,anglais,français,3.0
1239,PC,2012,Simulation,Focus Home Interactive,0.99,65.0,12.0,7.4,120.0,11.0,124.0,15.3,3.0,DVD,français,français,3.0
1240,DS,2006,Racing,THQ,0.98,54.0,17.0,2.8,21.0,10.0,21.0,7.2,3.0,Cartouche,français,français,4.0
1241,PSP,2008,Sports,Konami Digital Entertainment,0.98,80.0,17.0,6.6,16.0,14.0,66.0,15.2,3.0,UMD,français,français,2.0
1242,X360,2013,Misc,Ubisoft,0.98,79.0,16.0,7.9,37.0,16.0,24.0,18.0,3.0,Autre,français,français,3.0
1243,GBA,2005,Misc,Nintendo,0.98,54.0,27.0,4.9,59.0,13.0,56.0,14.1,3.0,Cartouche,français,français,3.0
1244,NES,1993,Puzzle,Nintendo,0.98,80.0,27.0,8.2,26.0,11.0,1.0,20.0,3.0,Cartouche,français,français,4.0
1245,DS,2010,Role-Playing,Square Enix,0.98,66.0,58.0,8.2,270.0,15.0,155.0,15.9,12.0,Cartouche,français,français,1.0
1246,PS3,2014,Role-Playing,Ubisoft,0.98,85.0,31.0,8.4,675.0,18.0,152.0,17.7,18.0,Blu-Ray,français,français,4.0
1247,PS3,2011,Racing,Ubisoft,0.98,79.0,53.0,7.7,147.0,16.0,273.0,16.2,12.0,Blu-Ray,français,français,3.0
1248,PS3,2012,Shooter,505 Games,0.98,70.0,21.0,7.0,125.0,14.0,273.0,15.7,16.0,Blu-Ray,français,français,3.0
1249,PC,2005,Action,Take-Two Interactive,0.98,93.0,47.0,8.9,4157.0,11.0,47.0,4.4,3.0,Autre,français,français,3.0
1250,PS3,2013,Action,Ubisoft,0.98,84.0,27.0,7.8,376.0,16.0,163.0,16.5,18.0,Blu-Ray,français,français,2.0
1251,X360,2009,Action,Electronic Arts,0.98,82.0,88.0,8.0,308.0,15.0,120.0,16.4,18.0,Autre,français,français,2.0
1252,PS4,2015,Role-Playing,Square Enix,0.97,72.0,77.0,7.5,646.0,12.0,138.0,15.1,3.0,Blu-Ray,français,français,2.0
1253,PS3,2007,Sports,Electronic Arts,0.97,81.0,31.0,6.0,41.0,15.0,14.0,16.9,3.0,Blu-Ray,français,français,2.0
1254,Wii,2008,Platform,THQ,0.97,82.0,48.0,8.1,95.0,16.0,90.0,15.6,3.0,DVD,français,français,4.0
1255,X360,2009,Sports,Take-Two Interactive,0.97,82.0,46.0,7.5,36.0,17.0,70.0,17.8,3.0,Autre,anglais,français,1.0
1256,GBA,2003,Strategy,Nintendo,0.97,88.0,31.0,9.1,275.0,17.0,156.0,18.5,7.0,Cartouche,français,français,3.0
1257,X360,2011,Action,Activision,0.97,78.0,35.0,5.4,63.0,11.0,3.0,4.0,3.0,Autre,français,français,3.0
1258,PS2,2003,Sports,Electronic Arts,0.97,85.0,19.0,7.6,53.0,16.0,18.0,16.9,12.0,DVD,anglais,français,2.0
1259,PS2,2007,Action,Take-Two Interactive,0.97,75.0,37.0,7.5,178.0,11.0,17.0,17.4,18.0,Autre,anglais,français,3.0
1260,SNES,1992,Role-Playing,SquareSoft,0.97,68.0,11.0,5.2,10.0,11.0,4.0,17.0,7.0,Cartouche,japonais,japonais,4.0
1261,GC,2006,Action,LucasArts,0.97,84.0,25.0,8.6,28.0,13.0,4.0,18.8,3.0,Autre,français,français,1.0
1262,PSV,2013,Role-Playing,Square Enix,0.97,86.0,14.0,8.5,415.0,18.0,11.0,18.2,12.0,Blu-Ray,anglais,français,2.0
1263,PS,2000,Shooter,Electronic Arts,0.97,86.0,16.0,8.8,124.0,3.0,21.0,6.0,12.0,Cartouche,français,anglais,3.0
1264,PS2,2002,Role-Playing,Sony Computer Entertainment,0.96,87.0,41.0,8.5,235.0,11.0,2.0,20.0,3.0,Autre,français,français,3.0
1265,PS3,2012,Action,Sony Computer Entertainment,0.96,74.0,69.0,7.3,616.0,14.0,284.0,15.1,12.0,Blu-Ray,français,français,1.0
1266,PS,1999,Simulation,Konami Digital Entertainment,0.96,76.0,27.0,8.8,24.0,11.0,0.0,15.0,3.0,CD,français,français,2.0
1267,PSP,2006,Adventure,Sony Computer Entertainment,0.96,52.0,47.0,6.8,24.0,13.0,60.0,14.3,18.0,UMD,anglais,français,4.0
1268,X360,2008,Platform,Sega,0.96,60.0,50.0,8.5,774.0,13.0,172.0,15.6,7.0,Blu-Ray DVD,anglais,français,3.0
1269,PS3,2010,Shooter,Capcom,0.96,68.0,56.0,6.9,73.0,13.0,164.0,15.0,16.0,Blu-Ray,anglais,français,3.0
1270,PS2,2000,Sports,Electronic Arts,0.96,85.0,22.0,7.9,13.0,16.0,36.0,17.0,3.0,CD,anglais,français,2.0
1271,DS,2008,Sports,Ubisoft,0.96,63.0,4.0,7.6,7.0,14.0,10.0,15.4,3.0,Autre,français,français,4.0
1272,PS3,2012,Shooter,Ubisoft,0.96,79.0,18.0,6.9,194.0,17.0,203.0,16.5,18.0,Blu-Ray,français,français,2.0
