,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Meta_NP,Meta_VP,Meta_NUsers,Meta_VUsers,test_note_JVC,avis_count_JVC,avis_note_JVC,Classification_Age_JVC,Support_JVC,langue_parlée_JVC,texte_JVC
12772,Gothic 3,PC,2006.0,Role-Playing,JoWood Productions,0.0,0.05,0.0,0.01,0.06,63.0,39.0,7.5,883.0,17.0,213.0,16.2,16.0,DVD,anglais,français
12773,Tokyo Twilight Ghost Hunters,PS3,2014.0,Role-Playing,Aksys Games,0.03,0.0,0.02,0.01,0.06,64.0,11.0,6.4,17.0,10.0,2.0,15.5,3.0,Blu-Ray,français,français
12784,F1 2010,PC,2010.0,Racing,Codemasters,0.0,0.05,0.0,0.01,0.06,84.0,15.0,7.2,130.0,17.0,187.0,16.3,3.0,DVD,français,français
12794,Meitantei Conan: Tantei Ryoku Trainer,DS,2007.0,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,60.0,25.0,6.6,8.0,11.0,0.0,15.0,3.0,Cartouche,japonais,japonais
12800,NBA Live 07,XB,2006.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.06,59.0,32.0,5.0,60.0,16.0,13.0,17.8,3.0,Autre,français,français
12801,Choro Q Marine: Q Boat,PS,1998.0,Racing,Takara,0.0,0.0,0.05,0.0,0.06,48.0,18.0,8.1,7.0,11.0,0.0,15.0,3.0,CD,français,français
12802,GunPey,PSP,2006.0,Puzzle,Atari,0.05,0.0,0.0,0.01,0.06,62.0,24.0,4.5,4.0,13.0,2.0,15.0,3.0,UMD,français,français
12804,MX vs. ATV Supercross Encore,PS4,2015.0,Sports,Nordic Games,0.0,0.05,0.0,0.01,0.06,42.0,8.0,4.3,23.0,11.0,2.0,15.0,3.0,Autre,français,français
12808,History Great Empires: Rome,DS,2009.0,Strategy,Black Bean Games,0.05,0.0,0.0,0.0,0.06,42.0,5.0,8.4,9.0,11.0,4.0,13.8,3.0,Autre,français,français
12813,Coraline,Wii,2009.0,Action,D3Publisher,0.05,0.0,0.0,0.0,0.06,42.0,7.0,6.1,10.0,11.0,9.0,11.6,12.0,DVD,français,français
12817,Tom Clancy's Rainbow Six 3,GC,2004.0,Shooter,Ubisoft,0.04,0.01,0.0,0.0,0.06,68.0,25.0,6.8,6.0,11.0,2.0,8.5,18.0,Autre,français,français
12824,Grand Kingdom,PS4,2015.0,Role-Playing,Nippon Ichi Software,0.02,0.0,0.03,0.0,0.06,78.0,33.0,7.4,101.0,13.0,6.0,15.0,3.0,Autre,français,français
12826,V-Rally 3,PS2,2002.0,Racing,Atari,0.03,0.02,0.0,0.01,0.06,82.0,10.0,8.0,22.0,16.0,53.0,14.9,3.0,DVD,français,français
12828,Whiplash,XB,2003.0,Racing,Eidos Interactive,0.04,0.01,0.0,0.0,0.06,66.0,32.0,7.8,18.0,14.0,2.0,17.0,7.0,DVD,français,français
12834,Amazing Island,GC,2004.0,Strategy,Sega,0.04,0.01,0.0,0.0,0.06,59.0,22.0,7.0,10.0,11.0,1.0,17.0,3.0,Autre,français,français
12839,Activision Hits: Remixed,PSP,2006.0,Misc,Activision,0.05,0.0,0.0,0.0,0.06,75.0,10.0,5.5,4.0,12.0,4.0,13.3,3.0,Autre,français,français
12840,Death Jr. II: Root of Evil,PSP,2006.0,Platform,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,68.0,34.0,7.9,14.0,14.0,10.0,15.0,12.0,DVD,anglais,français
12850,Medabots: Metabee,GBA,2002.0,Role-Playing,Natsume,0.04,0.01,0.0,0.0,0.05,60.0,4.0,8.7,27.0,10.0,5.0,10.8,3.0,Cartouche,français,anglais
12851,Medal of Honor: Airborne,PC,2007.0,Shooter,Electronic Arts,0.0,0.04,0.0,0.01,0.05,78.0,38.0,7.2,309.0,13.0,142.0,13.7,16.0,DVD,français,français
12853,Final Fight: Streetwise,PS2,2006.0,Action,Capcom,0.03,0.02,0.0,0.01,0.05,43.0,36.0,8.0,28.0,7.0,11.0,15.0,18.0,CD,français,français
12854,Speed Kings,XB,2003.0,Racing,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,61.0,13.0,7.8,9.0,10.0,7.0,14.3,3.0,Autre,français,français
12856,Rebelstar: Tactical Command,GBA,2005.0,Strategy,Atari,0.04,0.01,0.0,0.0,0.05,78.0,29.0,8.2,14.0,15.0,2.0,15.5,12.0,Autre,français,français
12858,IL-2 Sturmovik: Cliffs of Dover,PC,2011.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05,60.0,13.0,7.0,118.0,11.0,42.0,11.8,16.0,Autre,français,français
12859,Gladiator: Sword of Vengeance,XB,2003.0,Action,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,65.0,25.0,7.4,11.0,11.0,2.0,15.5,16.0,Autre,français,français
12860,Unsolved Crimes,DS,2008.0,Adventure,Empire Interactive,0.04,0.01,0.0,0.0,0.05,66.0,20.0,8.3,4.0,12.0,12.0,11.3,12.0,Autre,français,français
12862,Virtua Tennis 3,PSP,2007.0,Sports,Sega,0.02,0.03,0.0,0.01,0.05,79.0,17.0,7.8,16.0,16.0,91.0,15.9,3.0,Autre,français,français
12863,Bombastic,PS2,2002.0,Puzzle,Capcom,0.03,0.02,0.0,0.01,0.05,72.0,24.0,7.2,6.0,11.0,3.0,12.3,3.0,DVD,français,anglais
12872,Samurai Warriors 4: Empires,PSV,2015.0,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,71.0,29.0,7.1,27.0,11.0,1.0,19.0,3.0,Blu-Ray,français,français
12873,DuckTales: Remastered,PS3,2013.0,Action,Capcom,0.01,0.04,0.0,0.01,0.05,75.0,31.0,7.5,157.0,16.0,49.0,15.8,7.0,Autre,français,français
12876,Dual Hearts,PS2,2002.0,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,70.0,17.0,6.8,5.0,11.0,1.0,17.0,3.0,DVD,français,français
12884,Wing Commander: Prophecy,GBA,2003.0,Simulation,"Destination Software, Inc",0.04,0.01,0.0,0.0,0.05,70.0,8.0,8.3,7.0,11.0,0.0,15.0,3.0,CD,français,français
12885,Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006.0,Action,Atari,0.03,0.02,0.0,0.01,0.05,69.0,39.0,7.5,39.0,10.0,50.0,15.2,16.0,DVD,français,français
12887,Sega Soccer Slam,XB,2002.0,Sports,Sega,0.04,0.01,0.0,0.0,0.05,80.0,15.0,8.3,9.0,15.0,30.0,16.8,3.0,Autre,français,français
12890,Blood Omen 2,GC,2002.0,Action,Eidos Interactive,0.04,0.01,0.0,0.0,0.05,71.0,15.0,8.3,7.0,16.0,12.0,16.5,16.0,Autre,français,français
12893,Front Mission Evolved,PC,2010.0,Shooter,Square Enix,0.05,0.0,0.0,0.0,0.05,63.0,13.0,5.2,60.0,10.0,15.0,13.3,16.0,DVD,français,français
12895,BlowOut,XB,2003.0,Shooter,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05,58.0,12.0,5.2,6.0,11.0,1.0,11.0,3.0,Autre,français,français
12900,Dynasty Warriors 5,XB,2005.0,Action,Tecmo Koei,0.04,0.01,0.0,0.0,0.05,69.0,29.0,8.6,82.0,14.0,82.0,17.4,12.0,Autre,anglais,français
12906,Defendin' De Penguin,Wii,2008.0,Strategy,Zushi Games,0.05,0.0,0.0,0.0,0.05,67.0,4.0,8.5,6.0,11.0,0.0,15.0,3.0,DVD,anglais,anglais
12907,Bleach: Blade Battlers,PS2,2006.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,83.0,32.0,7.4,30.0,11.0,5.0,17.2,3.0,DVD,japonais,japonais
12908,Rez,PS2,2001.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,78.0,34.0,8.3,30.0,10.0,30.0,16.8,3.0,CD,anglais,français
12910,MLB SlugFest 2006,XB,2006.0,Sports,Midway Games,0.04,0.01,0.0,0.0,0.05,56.0,11.0,7.5,10.0,11.0,0.0,15.0,3.0,CD,français,français
12913,Samurai Warriors 4-II,PSV,2015.0,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,73.0,26.0,7.1,41.0,13.0,3.0,10.7,16.0,Autre,français,français
12915,UEFA Euro 2004: Portugal,XB,2004.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,74.0,21.0,7.8,10.0,13.0,23.0,14.9,3.0,Autre,français,français
12916,Lufia: The Ruins of Lore,GBA,2002.0,Role-Playing,Taito,0.04,0.01,0.0,0.0,0.05,76.0,12.0,8.3,9.0,11.0,0.0,15.0,3.0,Cartouche,français,français
12921,Dark Souls III,PC,2016.0,Role-Playing,Namco Bandai Games,0.0,0.05,0.0,0.0,0.05,89.0,56.0,8.6,4421.0,19.0,90.0,16.3,3.0,Autre,français,français
12922,Medabots: Infinity,GC,2003.0,Role-Playing,Ubisoft,0.04,0.01,0.0,0.0,0.05,51.0,6.0,8.1,10.0,11.0,1.0,19.0,3.0,Autre,français,français
12923,Tom Clancy's HAWX 2,PC,2010.0,Action,Ubisoft,0.0,0.04,0.0,0.01,0.05,66.0,12.0,4.0,61.0,10.0,32.0,12.1,12.0,DVD,français,français
12927,Bust-A-Bloc,PS2,2002.0,Puzzle,Midas Interactive Entertainment,0.0,0.0,0.05,0.0,0.05,73.0,13.0,8.3,4.0,11.0,3.0,11.7,3.0,DVD,français,français
12929,Puyo Puyo 7,Wii,2009.0,Puzzle,Sega,0.0,0.0,0.05,0.0,0.05,80.0,27.0,8.2,26.0,11.0,0.0,15.0,3.0,DVD,français,français
12940,Nobunaga's Ambition: Sphere of Influence,PSV,2014.0,Strategy,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,80.0,20.0,7.5,62.0,15.0,1.0,18.0,12.0,Autre,français,français
12942,Venetica,PC,2009.0,Role-Playing,DTP Entertainment,0.0,0.04,0.0,0.01,0.05,61.0,17.0,6.8,78.0,12.0,22.0,14.7,16.0,DVD,français,français
12943,Black Sigil: Blade of the Exiled,DS,2009.0,Role-Playing,Graffiti,0.05,0.0,0.0,0.0,0.05,58.0,24.0,7.5,20.0,11.0,2.0,13.0,3.0,Cartouche,français,français
12945,Wakeboarding Unleashed Featuring Shaun Murray,XB,2003.0,Sports,Activision,0.04,0.01,0.0,0.0,0.05,80.0,23.0,7.4,8.0,16.0,3.0,17.7,3.0,Autre,français,français
12947,ZombiU,PS4,2016.0,Action,Ubisoft,0.0,0.04,0.01,0.01,0.05,71.0,29.0,5.9,222.0,12.0,74.0,11.1,3.0,Autre,français,français
12950,Samurai Champloo: Sidetracked,PS2,2006.0,Action,Namco Bandai Games,0.03,0.02,0.0,0.01,0.05,66.0,26.0,7.3,10.0,11.0,0.0,15.0,3.0,DVD,français,français
12954,Utawarerumono: Futari no Hakuoro,PSV,2016.0,Misc,Aqua Plus,0.0,0.0,0.05,0.0,0.05,75.0,22.0,8.9,61.0,11.0,0.0,15.0,3.0,Autre,français,français
12959,Judge Dredd,PS,1997.0,Platform,Gremlin Interactive Ltd,0.03,0.02,0.0,0.0,0.05,52.0,13.0,5.3,10.0,11.0,1.0,14.0,16.0,Autre,anglais,anglais
12960,FIFA 17,PC,2016.0,Sports,Electronic Arts,0.0,0.05,0.0,0.0,0.05,84.0,12.0,4.3,375.0,16.0,211.0,8.4,3.0,Autre,français,français
12964,DoDonPachi Resurrection,X360,2010.0,Shooter,Rising Star Games,0.0,0.05,0.0,0.01,0.05,77.0,10.0,8.6,19.0,17.0,4.0,19.0,3.0,Autre,anglais,anglais
12966,UEFA Champions League 2006-2007,X360,2007.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,72.0,27.0,8.2,11.0,13.0,10.0,15.3,3.0,Autre,français,français
12968,Hunted: The Demon's Forge,PC,2011.0,Action,Bethesda Softworks,0.03,0.01,0.0,0.01,0.05,61.0,21.0,6.5,144.0,13.0,54.0,14.4,18.0,DVD,français,français
12970,Arcania: Gothic 4,PS4,2015.0,Role-Playing,Nordic Games,0.04,0.0,0.0,0.01,0.05,42.0,5.0,4.8,53.0,8.0,5.0,8.4,16.0,Autre,français,français
12971,Persona 2: Eternal Punishment,PSP,2012.0,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05,83.0,11.0,4.7,252.0,11.0,0.0,15.0,3.0,UMD,français,français
12974,The Bureau: XCOM Declassified,PC,2013.0,Shooter,Take-Two Interactive,0.0,0.05,0.0,0.01,0.05,66.0,45.0,6.5,688.0,11.0,2.0,3.0,3.0,Autre,français,français
12976,Culdcept Revolt,3DS,2016.0,Strategy,Nintendo,0.0,0.0,0.05,0.0,0.05,74.0,19.0,7.6,20.0,13.0,5.0,15.0,3.0,Autre,français,français
12980,Toy Soldiers: War Chest,XOne,2015.0,Action,Ubisoft,0.05,0.0,0.0,0.01,0.05,60.0,14.0,7.7,56.0,11.0,1.0,16.0,16.0,Autre,français,français
12983,Air Conflicts: Aces of World War II,PSP,2009.0,Simulation,Graffiti,0.05,0.0,0.0,0.0,0.05,36.0,12.0,4.3,4.0,11.0,3.0,12.3,3.0,Autre,français,français
12984,Cities in Motion,PC,2011.0,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05,70.0,20.0,7.6,114.0,15.0,32.0,14.1,3.0,DVD,français,français
12986,Virtua Striker 2002,GC,2002.0,Sports,Sega,0.01,0.0,0.03,0.0,0.05,58.0,20.0,6.6,8.0,13.0,32.0,14.6,3.0,Autre,français,français
12988,Code Lyoko,DS,2007.0,Action,Game Factory,0.03,0.01,0.0,0.0,0.05,63.0,11.0,7.1,15.0,11.0,68.0,13.8,12.0,Autre,français,français
12989,Taito Legends Power Up,PSP,2007.0,Action,Destineer,0.05,0.0,0.0,0.0,0.05,41.0,9.0,8.3,4.0,10.0,3.0,12.3,7.0,UMD,français,français
12990,Fate/Unlimited Codes Portable,PSP,2009.0,Fighting,Capcom,0.0,0.0,0.05,0.0,0.05,72.0,8.0,8.2,12.0,11.0,11.0,16.8,12.0,PlayStation Store,français,français
12991,Metal Slug Anthology,PSP,2007.0,Shooter,Ignition Entertainment,0.02,0.0,0.02,0.01,0.05,78.0,26.0,8.0,39.0,15.0,50.0,17.0,12.0,UMD,anglais,anglais
12992,Tenchu: Dark Secret,DS,2006.0,Action,From Software,0.03,0.0,0.01,0.0,0.05,37.0,10.0,5.6,10.0,5.0,25.0,11.3,12.0,Autre,français,français
13000,Powerdrome,PS2,2004.0,Racing,Evolved Games,0.03,0.02,0.0,0.01,0.05,54.0,4.0,6.6,5.0,11.0,1.0,13.0,3.0,Autre,français,français
13006,Otogi 2: Immortal Warriors,XB,2003.0,Action,Sega,0.04,0.01,0.0,0.0,0.05,79.0,43.0,7.8,18.0,16.0,16.0,16.0,12.0,DVD,anglais,anglais
13007,Legend of Kay,PS2,2005.0,Action,JoWood Productions,0.03,0.02,0.0,0.01,0.05,72.0,30.0,7.6,23.0,14.0,35.0,16.7,12.0,DVD,français,français
13009,Dead or Alive Xtreme 3: Fortune,PS4,2016.0,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,43.0,9.0,7.5,174.0,11.0,1.0,10.0,3.0,Autre,français,français
13010,Ivy the Kiwi?,DS,2010.0,Puzzle,Rising Star Games,0.04,0.0,0.0,0.0,0.05,69.0,20.0,7.0,6.0,11.0,1.0,16.0,3.0,Autre,français,français
13011,Fallout: Brotherhood of Steel,XB,2004.0,Role-Playing,Avalon Interactive,0.04,0.01,0.0,0.0,0.05,64.0,31.0,4.1,60.0,14.0,11.0,16.5,16.0,DVD,français,français
13014,IndyCar Series,XB,2003.0,Racing,Codemasters,0.04,0.01,0.0,0.0,0.05,71.0,8.0,7.3,4.0,11.0,3.0,17.0,3.0,Autre,français,français
13015,Hysteria Hospital: Emergency Ward,Wii,2009.0,Action,Oxygen Interactive,0.05,0.0,0.0,0.0,0.05,53.0,10.0,6.0,4.0,6.0,3.0,4.7,3.0,DVD,anglais,français
13016,Dokapon Journey,DS,2008.0,Role-Playing,Sting,0.05,0.0,0.0,0.0,0.05,60.0,16.0,7.2,9.0,11.0,2.0,18.0,3.0,Cartouche,français,français
13017,Ultra Bust-A-Move,XB,2004.0,Puzzle,505 Games,0.04,0.01,0.0,0.0,0.05,53.0,20.0,3.5,12.0,11.0,2.0,10.0,3.0,Autre,français,français
13020,Lucha Libre AAA: Heroes del Ring,X360,2010.0,Fighting,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05,49.0,11.0,6.9,17.0,11.0,1.0,16.0,3.0,Autre,français,français
13021,Pony Friends,DS,2007.0,Simulation,Eidos Interactive,0.0,0.05,0.0,0.01,0.05,67.0,8.0,6.6,12.0,12.0,38.0,13.0,3.0,Autre,français,français
13024,Ferrari F355 Challenge,PS2,2002.0,Racing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,70.0,14.0,5.5,6.0,15.0,15.0,12.9,3.0,Autre,français,français
13025,MorphX,X360,2010.0,Shooter,505 Games,0.05,0.0,0.0,0.0,0.05,33.0,4.0,7.1,21.0,9.0,2.0,16.5,18.0,Autre,français,français
13027,Air Traffic Chaos,DS,2007.0,Simulation,Ertain,0.05,0.0,0.0,0.0,0.05,66.0,8.0,8.3,4.0,11.0,4.0,16.5,3.0,Cartouche,français,français
13032,Shifters,PS2,2002.0,Adventure,3DO,0.03,0.02,0.0,0.01,0.05,37.0,12.0,5.9,9.0,11.0,7.0,14.1,12.0,Autre,français,français
13038,TNA iMPACT: Cross the Line,PSP,2010.0,Fighting,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,50.0,6.0,6.5,4.0,12.0,14.0,12.3,16.0,UMD,français,français
13041,Nanostray 2,DS,2008.0,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.05,75.0,23.0,7.8,8.0,14.0,6.0,13.8,7.0,Autre,français,français
13042,Project Setsuna,PSV,2016.0,Role-Playing,Square Enix,0.0,0.0,0.05,0.0,0.05,70.0,16.0,7.1,68.0,14.0,4.0,16.5,3.0,Autre,japonais,anglais
13043,Microsoft Flight Simulator X Acceleration Expansion Pack,PC,2007.0,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05,82.0,15.0,7.5,31.0,11.0,26.0,18.0,3.0,DVD,français,français
13045,Mortal Kombat X,PC,2015.0,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0.0,0.0,0.05,76.0,10.0,5.8,660.0,17.0,36.0,13.9,18.0,Blu-Ray,français,français
13049,Sigma Star Saga,GBA,2005.0,Role-Playing,Atari,0.04,0.01,0.0,0.0,0.05,68.0,34.0,8.7,10.0,13.0,4.0,13.0,12.0,Cartouche,anglais,anglais
13051,Assetto Corsa,PS4,2016.0,Racing,505 Games,0.0,0.04,0.0,0.01,0.05,73.0,35.0,6.1,112.0,15.0,26.0,14.5,3.0,Autre,français,français
13053,Sengoku Basara X,PS2,2008.0,Fighting,Capcom,0.0,0.0,0.05,0.0,0.05,61.0,37.0,8.1,39.0,11.0,1.0,17.0,3.0,DVD,japonais,japonais
13054,Plants vs. Zombies,PC,2009.0,Strategy,PopCap Games,0.0,0.04,0.0,0.01,0.05,87.0,41.0,8.8,1391.0,11.0,0.0,15.0,3.0,Autre,français,français
13063,Armored Core: Formula Front Extreme Battle,PSP,2004.0,Simulation,505 Games,0.05,0.0,0.0,0.0,0.05,66.0,28.0,5.5,4.0,12.0,3.0,14.7,7.0,UMD,anglais,anglais
13064,Downforce,PS2,2002.0,Racing,Avalon Interactive,0.03,0.02,0.0,0.01,0.05,69.0,18.0,7.8,4.0,14.0,1.0,15.0,3.0,DVD,français,français
13065,Bejeweled Twist,PC,2008.0,Puzzle,PopCap Games,0.01,0.04,0.0,0.01,0.05,78.0,12.0,7.6,21.0,11.0,5.0,19.0,3.0,Autre,français,français
13066,Street Fighter V,PC,2016.0,Fighting,Capcom,0.0,0.05,0.0,0.0,0.05,74.0,33.0,3.2,527.0,18.0,295.0,8.0,12.0,Autre,français,français
13068,Enemy Front,X360,2014.0,Shooter,Namco Bandai Games,0.02,0.03,0.0,0.0,0.05,35.0,8.0,5.6,85.0,5.0,21.0,12.7,18.0,DVD Blu-Ray,français,français
13070,Disney's Party,GC,2002.0,Misc,Electronic Arts,0.04,0.01,0.0,0.0,0.05,39.0,6.0,5.4,8.0,6.0,6.0,12.7,3.0,Autre,français,français
13075,Secret Files: Tunguska,DS,2008.0,Adventure,Deep Silver,0.04,0.01,0.0,0.0,0.05,71.0,6.0,7.5,6.0,16.0,9.0,16.2,12.0,Cartouche,français,français
13078,Phantom Crash,XB,2002.0,Simulation,Phantagram,0.03,0.01,0.01,0.0,0.05,74.0,23.0,8.1,18.0,9.0,6.0,14.7,12.0,DVD,anglais,anglais
13079,Men of War: Assault Squad,PC,2011.0,Strategy,1C Company,0.01,0.03,0.0,0.01,0.05,77.0,21.0,7.9,119.0,11.0,4.0,5.0,3.0,DVD,français,français
13082,Expendable,PS,1999.0,Action,Infogrames,0.03,0.02,0.0,0.0,0.05,34.0,18.0,4.0,52.0,17.0,15.0,15.1,12.0,CD,français,français
13089,The Typing of the Dead,DC,2000.0,Shooter,Sega,0.0,0.0,0.05,0.0,0.05,83.0,12.0,7.6,13.0,11.0,1.0,18.0,3.0,Autre,français,français
13092,Child of Light,PS4,2014.0,Role-Playing,Ubisoft,0.0,0.01,0.04,0.0,0.05,82.0,46.0,8.0,638.0,18.0,107.0,17.3,12.0,PlayStation Store,français,français
13095,Bakemonogatari Portable,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,66.0,41.0,7.8,20.0,11.0,0.0,15.0,3.0,PlayStation Store,français,français
13097,To Heart 2: Dungeon Travelers,PSV,2015.0,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05,73.0,19.0,8.5,48.0,13.0,8.0,13.9,16.0,Autre,japonais,anglais
13099,Shrek Super Party,GC,2003.0,Misc,TDK Mediactive,0.04,0.01,0.0,0.0,0.05,40.0,6.0,7.6,12.0,5.0,9.0,13.1,3.0,Autre,français,français
13102,Caligula,PSV,2016.0,Role-Playing,FuRyu,0.0,0.0,0.05,0.0,0.05,58.0,22.0,7.0,21.0,11.0,1.0,15.0,3.0,Autre,français,français
13103,Steins;Gate 0,PSV,2015.0,Adventure,PQube,0.0,0.0,0.05,0.0,0.05,84.0,10.0,8.9,69.0,14.0,9.0,17.7,3.0,Autre,français,français
13109,Second Sight,GC,2004.0,Adventure,Codemasters,0.04,0.01,0.0,0.0,0.05,77.0,34.0,8.3,21.0,16.0,42.0,17.3,16.0,Autre,anglais,français
13112,Puyo Pop,GBA,2001.0,Puzzle,Sega,0.04,0.01,0.0,0.0,0.05,84.0,14.0,7.3,7.0,12.0,3.0,11.3,3.0,Cartouche,français,français
13116,Rave Master,GC,2002.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,60.0,15.0,6.3,4.0,11.0,1.0,14.0,3.0,Autre,français,français
13117,The Technomancer,PS4,2016.0,Role-Playing,Focus Home Interactive,0.01,0.03,0.0,0.01,0.05,60.0,38.0,6.7,151.0,12.0,16.0,13.1,16.0,Autre,français,français
13122,Mirror's Edge Catalyst,PC,2016.0,Platform,Electronic Arts,0.01,0.03,0.0,0.01,0.05,74.0,24.0,5.5,835.0,14.0,65.0,13.8,3.0,DVD,français,français
13125,LEGO The Hobbit,PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.01,0.05,68.0,6.0,6.8,41.0,11.0,20.0,17.0,7.0,DVD,français,français
13126,Alias,XB,2004.0,Action,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,64.0,37.0,6.0,4.0,11.0,8.0,13.1,3.0,Autre,français,français
13129,ESPN International Winter Sports 2002,GC,2002.0,Sports,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05,62.0,6.0,7.8,4.0,14.0,3.0,18.7,3.0,Autre,français,français
13131,OutRun 2006: Coast 2 Coast,PS2,2006.0,Racing,Sega,0.02,0.01,0.01,0.0,0.05,81.0,42.0,8.5,22.0,11.0,10.0,17.3,3.0,DVD,français,français
13135,Hercules: The Legendary Journeys,N64,2000.0,Role-Playing,Titus,0.04,0.01,0.0,0.0,0.05,55.0,7.0,7.3,13.0,12.0,2.0,13.0,3.0,Cartouche,français,français
13137,Fighter Destiny 2,N64,1999.0,Fighting,Imagineer,0.04,0.01,0.0,0.0,0.05,54.0,13.0,6.8,12.0,11.0,2.0,14.5,3.0,Cartouche,français,français
13142,Arx Fatalis,XB,2003.0,Role-Playing,Mindscape,0.04,0.01,0.0,0.0,0.05,71.0,31.0,7.9,10.0,19.0,126.0,17.2,16.0,Autre,français,français
13145,Steins;Gate 0,PS4,2015.0,Adventure,PQube,0.0,0.0,0.05,0.0,0.05,81.0,20.0,8.5,109.0,14.0,9.0,17.7,3.0,Autre,français,français
13149,DiRT 2,PC,2009.0,Racing,Codemasters,0.0,0.04,0.0,0.01,0.05,89.0,22.0,8.2,443.0,16.0,171.0,16.3,12.0,DVD,français,français
13150,DiRT 2,PC,2009.0,Racing,Codemasters,0.0,0.04,0.0,0.01,0.05,89.0,22.0,8.2,443.0,16.0,171.0,16.3,12.0,DVD,français,français
13154,Atelier Rorona: Alchemist of Arland,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.05,0.0,0.05,79.0,12.0,8.0,52.0,11.0,2.0,15.0,3.0,Autre,anglais,anglais
13155,Guilty Gear Dust Strikers,DS,2006.0,Fighting,Majesco Entertainment,0.05,0.0,0.0,0.0,0.05,60.0,25.0,5.6,12.0,11.0,12.0,14.2,12.0,Cartouche,anglais,français
13156,Dark Summit,GC,2002.0,Sports,THQ,0.04,0.01,0.0,0.0,0.05,68.0,16.0,4.5,4.0,16.0,9.0,14.9,3.0,Autre,français,français
13157,Singularity,PC,2010.0,Shooter,Mastertronic,0.0,0.04,0.0,0.01,0.05,76.0,36.0,7.7,441.0,12.0,211.0,15.1,18.0,DVD,français,français
13161,Sengoku Basara 4: Sumeragi,PS4,2015.0,Action,Capcom,0.0,0.0,0.05,0.0,0.05,61.0,37.0,8.1,39.0,11.0,0.0,15.0,3.0,Autre,français,français
13162,"Warhammer 40,000: Dawn of War",PC,2004.0,Strategy,THQ,0.01,0.03,0.0,0.01,0.05,86.0,51.0,8.7,450.0,16.0,112.0,15.7,16.0,DVD,français,français
13169,The Lost Vikings,GBA,2003.0,Puzzle,Activision,0.04,0.01,0.0,0.0,0.05,75.0,16.0,8.3,25.0,16.0,5.0,18.0,3.0,Cartouche,français,français
13171,Yaiba: Ninja Gaiden Z,X360,2014.0,Action,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,50.0,20.0,5.5,49.0,10.0,15.0,10.7,18.0,DVD Blu-Ray,français,français
13172,Yaiba: Ninja Gaiden Z,X360,2014.0,Action,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,50.0,20.0,5.5,49.0,10.0,15.0,10.7,18.0,DVD Blu-Ray,français,français
13173,Harukanaru Toki no Naka de 3,PS2,2004.0,Adventure,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,61.0,57.0,7.3,15.0,11.0,0.0,15.0,3.0,Autre,français,français
13175,Need for Speed Carbon,PC,2006.0,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05,78.0,17.0,7.5,548.0,16.0,208.0,15.6,12.0,DVD,français,français
13177,Assassin's Creed: Altair's Chronicles,DS,2008.0,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.05,58.0,30.0,6.2,53.0,12.0,81.0,11.3,12.0,Cartouche,français,français
