,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,developpeur_goo,distributeur_goo,langue_goo,PEGI_goo,game_series_goo,game_mode_goo,developpeur_wiki,langue_wiki,PEGI_wiki,game_mode_wiki,Meta_NP,Meta_VP,Meta_NUsers,Meta_VUsers,test_note_JVC,avis_count_JVC,avis_note_JVC,Classification_Age_JVC,max_joueurs_JVC,Mode_JVC,Support_JVC,langue_parlée_JVC,texte_JVC,nb_joueurs_JVC
6069,Romance of the Three Kingdoms III: Dragon of Destiny,SNES,1992.0,Strategy,Tecmo Koei,0.0,0.0,0.29,0.0,0.29,,,,,,,,,,,,,,,--,0,--,,,,Cartouche,,,
6070,Power Pro Kun Pocket 11,DS,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.29,0.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,
6071,El Shaddai: Ascension of the Metatron,PS3,2011.0,Action,Ignition Entertainment,0.11,0.07,0.08,0.03,0.29,,,,,,,Ignition Japon,,,"plate-forme =Console(s) :PlayStation 3, Xbox 360Téléphone(s) mobile(s) :Android",78.0,46.0,7.6,46.0,--,,,,,,,,,
6072,Family Guy: Back to the Multiverse,PS3,2012.0,Action,Activision,0.12,0.12,0.0,0.05,0.29,,,,,,,,,,,40.0,9.0,6.4,36.0,11,8,15,16.0,,,Xbox Live Arcade PlayStation Store Online,anglais,anglais,
6073,Spyro: A Hero's Tail,GC,2004.0,Platform,Vivendi Games,0.22,0.06,0.0,0.01,0.29,,,,,,,,,,,62.0,13.0,6.7,19.0,11,6,16.5,3.0,,Jouable en solo,Nintendo Game Disc DVD,français,français,
6074,Warriors Orochi 2,PSP,2008.0,Action,Tecmo Koei,0.06,0.0,0.22,0.01,0.29,,,,,,,Omega Force,,,,56.0,14.0,8.2,11.0,--,18,18.1,16.0,,,UMD,,,
6075,Ratatouille: Food Frenzy,DS,2007.0,Puzzle,THQ,0.26,0.0,0.0,0.02,0.29,,,,,,,,,,,48.0,6.0,,,4,6,11.3,3.0,,Jouable en solo,Cartouche,,,
6076,Links 2004,XB,2003.0,Sports,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.29,,,,,,,,,,,80.0,41.0,8.5,11.0,16,5,18.4,3.0,,,DVD CD,français,français,
6077,PGA Tour 97,PS,1996.0,Sports,Electronic Arts,0.16,0.11,0.0,0.02,0.29,,,,,,,,,,,,,,,--,,,3.0,1.0,,,,,1.0
6078,Bratz: Super Babyz,DS,2008.0,Action,THQ,0.26,0.0,0.0,0.02,0.29,,,,,,,,,,,50.0,4.0,,,7,,,3.0,2.0,,Cartouche,,,2.0
6079,Battle & Get! Pokemon Typing DS,DS,2011.0,Misc,Nintendo,0.0,0.0,0.29,0.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,
6080,Kung Zhu,DS,2010.0,Action,Activision,0.26,0.0,0.0,0.02,0.29,,,,,,,,,,,,,,,--,2,13.5,,,,Cartouche,,,
6081,Earthworm Jim,GBA,2001.0,Platform,Interplay,0.2,0.08,0.0,0.01,0.29,,,,7.0,Earthworm Jim,,,,,,72.0,10.0,5.9,14.0,14,11,13.2,3.0,,Jouable en solo,Cartouche,,anglais,
6082,Tales of Phantasia,GBA,2003.0,Role-Playing,Nintendo,0.08,0.03,0.17,0.01,0.29,,,,,,,"Wolf Team (SFC, PS)",Multilingue,,Un à quatre joueurs.,76.0,29.0,8.1,39.0,14,57,17.7,3.0,,Jouable en solo,,,,
6083,The Golden Compass,PS3,2007.0,Action,Sega,0.14,0.1,0.0,0.05,0.29,,,,,,,,,,,40.0,17.0,4.8,16.0,13,27,11.8,12.0,,Jouable en solo,,,,
6084,F1 Race Stars,X360,2012.0,Racing,Codemasters,0.07,0.18,0.0,0.03,0.29,,,,,,,,,,,64.0,33.0,5.9,27.0,12,4,14,3.0,,Multi sur le même écran Multi en ligne,iDensity Blu-Ray DVD App Store,français,français,
6085,All Star Cheer Squad,DS,2008.0,Sports,THQ,0.26,0.0,0.0,0.02,0.28,,,,,,,,,,,,,,,--,,,3.0,,,,,,
6086,Rugby World Cup 2011,X360,2011.0,Sports,505 Games,0.03,0.21,0.0,0.04,0.28,,,,,,,,,,,55.0,14.0,3.9,13.0,11,71,11.6,3.0,,Multi en ligne,Blu-Ray DVD,français,français,
6087,Ice Age: Dawn of the Dinosaurs,Wii,2009.0,Action,Activision,0.11,0.14,0.0,0.03,0.28,,,,,,,,,,,75.0,12.0,7.7,11.0,--,4,17,,,,,,,
6088,Monster 4x4: Masters of Metal,PS2,2003.0,Racing,Ubisoft,0.14,0.11,0.0,0.04,0.28,,,,,,,,,,,48.0,9.0,8.3,14.0,,,,,,,,,,
6089,SingStar Country,PS2,2008.0,Misc,Sony Computer Entertainment,0.14,0.11,0.0,0.04,0.28,,,,,,,,,,,75.0,13.0,,,--,0,--,,,,DVD,,,
6090,DeathSmiles,X360,2009.0,Shooter,Rising Star Games,0.15,0.06,0.05,0.02,0.28,,,,,,,Cave,"Anglais, japonais",,1 ou 2 joueurs simultanément,76.0,29.0,8.4,50.0,16,25,17.1,12.0,,Jouable en solo Multi en local Multi en ligne Multi en coopératif Multi en compétitif,DVD App Store,anglais,anglais,
6091,VMX Racing,PS,1997.0,Racing,Playmates,0.16,0.11,0.0,0.02,0.28,,,,,,,,,,,,,,,,,,,,,,,,
6092,Hot Shots Golf: World Invitational,PS3,2012.0,Sports,Sony Computer Entertainment,0.0,0.0,0.28,0.0,0.28,,,,,,,,,,,76.0,55.0,8.1,83.0,--,1,16,3.0,,Jouable en solo,PlayStation Store,,français,
6093,Disney's Extreme Skate Adventure,GBA,2003.0,Sports,Activision,0.2,0.08,0.0,0.01,0.28,,,,,,,Toys for Bob,,,"Solo, multijoueur",70.0,6.0,,,12,1,16,3.0,2.0,,Cartouche,français,français,2.0
6094,Dragon Ball GT: Transformation,GBA,2005.0,Action,Atari,0.2,0.08,0.0,0.01,0.28,,,,,,,,,,,69.0,12.0,7.6,36.0,6,7,8.9,3.0,,,Cartouche,,,
6095,Bratz Ponyz,DS,2007.0,Adventure,Game Factory,0.26,0.0,0.0,0.02,0.28,,,,,,,,,,,,,,,14,7,8.7,3.0,4.0,,,,,4.0
6096,Super Fire ProWrestling X,SNES,1995.0,Fighting,Human Entertainment,0.0,0.0,0.28,0.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,
6097,Baby Pals,DS,2007.0,Simulation,THQ,0.26,0.01,0.0,0.02,0.28,"Crave Entertainment, THQ, inXile Entertainment",,,,,Solo,,,,,,,,,--,10,12.4,3.0,,,Cartouche,,,
6098,International Superstar Soccer,SNES,1994.0,Sports,Konami Digital Entertainment,0.0,0.0,0.28,0.0,0.28,,,,,,,,,,,,,,,16,44,15,3.0,,,CD Cartouche DVD,français,français,
6099,Metal Gear Solid V: Ground Zeroes,XOne,2014.0,Action,Konami Digital Entertainment,0.15,0.11,0.0,0.02,0.28,,,,,,,,,,,76.0,13.0,5.8,398.0,--,8,17,18.0,,Jouable en solo Multi en ligne,,,,
6100,Tigger's Honey Hunt,PS,2000.0,Platform,Ubisoft,0.16,0.11,0.0,0.02,0.28,,,,,,,Doki Denki,,,Un joueur,,,,,,,,,,,,,,
6101,The Warriors,XB,2005.0,Action,Take-Two Interactive,0.21,0.06,0.0,0.01,0.28,,,,,,,,,,,85.0,55.0,8.2,23.0,15,7,19.3,18.0,,,UMD PlayStation Store DVD CD Xbox Live Arcade,anglais,français,
6102,Monopoly Streets,X360,2010.0,Misc,Electronic Arts,0.16,0.1,0.0,0.03,0.28,,,,,,,,,,,66.0,18.0,6.6,16.0,13,30,14.2,3.0,,,,,,
6103,Shadow Hearts,PS2,2001.0,Role-Playing,Midway Games,0.09,0.07,0.1,0.02,0.28,,,,,,,,,,,73.0,24.0,8.6,108.0,15,58,17.6,16.0,,Jouable en solo,,,,
6104,NHL 2K11,Wii,2010.0,Sports,Take-Two Interactive,0.24,0.02,0.0,0.02,0.28,,,,,,,Visual Concepts,,,"Un joueur, Multijoueurs",62.0,12.0,7.0,6.0,12,9,15.4,16.0,4.0,Multi en ligne,DVD,anglais,français,4.0
6105,One Piece: Burning Blood,PS4,2016.0,Fighting,Namco Bandai Games,0.1,0.08,0.07,0.04,0.28,,,,,,,,,,,66.0,45.0,7.2,113.0,13,48,12.8,,,,,,,
6106,Haven: Call of the King,PS2,,Platform,Midway Games,0.14,0.11,0.0,0.04,0.28,,,,,,,,,,,69.0,26.0,7.3,20.0,13,12,14.3,,,Jouable en solo,DVD,français,français,
6107,Street Hoops,XB,2002.0,Sports,Activision,0.21,0.06,0.0,0.01,0.28,,,,,,,,,,,58.0,22.0,6.4,5.0,14,10,14.8,3.0,,,DVD Nintendo Game Disc,anglais,anglais,
6108,Yu-Gi-Oh! Double Pack,GBA,2006.0,Role-Playing,Konami Digital Entertainment,0.2,0.08,0.0,0.01,0.28,,,,,,,,,,,73.0,6.0,8.0,13.0,,,,,,,,,,
6109,X-Men: Reign of Apocalypse,GBA,2001.0,Action,Activision,0.2,0.08,0.0,0.01,0.28,,,,,,,Digital Eclipse,,,Un joueur,61.0,10.0,7.0,10.0,11,17,9.4,3.0,2.0,,Cartouche,,français,2.0
6110,R: Racing Evolution,PS2,2003.0,Racing,Namco Bandai Games,0.14,0.11,0.0,0.04,0.28,,,,,,,Namco,,,"Solo, multijoueur",66.0,35.0,6.7,6.0,11,15,14.1,12.0,2.0,,DVD,français,français,2.0
6111,Tony Hawk: Shred,PS3,2010.0,Sports,Activision,0.18,0.07,0.0,0.04,0.28,,,,,,,Robomodo,Multilingue,,"Un joueur, multijoueur",56.0,5.0,5.7,7.0,--,,,,,Jouable en solo,,,,
6112,Netsu Chu! Pro Yakyuu 2003,PS2,2003.0,Sports,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,
6113,ATV Quad Power Racing 2,GC,2003.0,Racing,Acclaim Entertainment,0.22,0.06,0.0,0.01,0.28,,,,,,,,,,,70.0,18.0,8.4,8.0,13,14,17.9,3.0,,,DVD Nintendo Game Disc,français,français,
6114,Digimon Adventure: Anode Tamer,WS,1999.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28,Bandai. Nom: Digital Adventure Cathode Tamer. Date de sortie :,,,,,,,,,,,,,,,,,,,,,,,
6115,Fantastic 4: Flame On,GBA,2005.0,Action,Activision,0.2,0.08,0.0,0.01,0.28,,,,,,,,,,,57.0,11.0,,,9,1,13,7.0,,Jouable en solo,Cartouche,français,français,
6116,Siren: Blood Curse,PS3,2008.0,Action,Sony Computer Entertainment,0.0,0.17,0.09,0.02,0.28,,,,,,,,,,,78.0,42.0,7.9,118.0,15,98,15.1,,,Jouable en solo,Blu-Ray,anglais,français,
6117,Pro Evolution Soccer 2017,PS4,2016.0,Sports,Konami Digital Entertainment,0.01,0.16,0.09,0.03,0.28,,,,,,,,,,,85.0,62.0,7.3,621.0,16,140,14.3,3.0,,Jouable en solo Multi en local Multi en ligne,,,,
6118,Chromehounds,X360,2006.0,Simulation,Sega,0.24,0.0,0.01,0.02,0.28,,,,,,,From Software,,,"Un joueur, Multijoueur",71.0,60.0,6.9,75.0,14,25,14.6,12.0,12.0,,,,,12.0
6119,Marvel Nemesis: Rise of the Imperfects,XB,2005.0,Fighting,Electronic Arts,0.21,0.06,0.0,0.01,0.28,,,,,,"Single-player, multiplayer",EA Canada,Anglais,,"Multijoueur, solo",58.0,34.0,7.6,23.0,9,9,15.6,16.0,,,Cartouche Nintendo Game Disc DVD UMD,français,français,
6120,The King of Fighters '95,SAT,1995.0,Fighting,SNK Playmore,0.0,0.0,0.28,0.0,0.28,,,,,,,SNK,,,Un à deux joueurs,,,,,--,1,16,12.0,,,PlayStation Store Cartouche CD,,,
6121,Pirates of the Caribbean: Dead Man's Chest,PSP,2006.0,Adventure,Disney Interactive Studios,0.25,0.01,0.0,0.02,0.28,,,,,,,,,,,52.0,34.0,8.2,20.0,,,,,,,,,,
6122,Assassin's Creed II: Discovery,DS,2009.0,Action,Ubisoft,0.15,0.11,0.0,0.03,0.28,,,,,,,Griptonite Games,,16.0,Un joueur,69.0,20.0,7.1,38.0,13,65,13.6,16.0,,Jouable en solo,Cartouche,anglais,français,
6123,F/A-18F Super Hornet,GBA,2004.0,Simulation,Majesco Entertainment,0.2,0.08,0.0,0.01,0.28,,,,,,,,,,,,,,,,,,,,,,,,
6124,Avatar: The Last Airbender,Wii,2006.0,Adventure,THQ,0.24,0.02,0.0,0.02,0.28,,,,,Animation jeunesse,,,,,,56.0,15.0,5.8,8.0,7,12,14.1,12.0,2.0,Multi en coopératif,DVD,,,2.0
6125,Final Fantasy VI Advance,GBA,2006.0,Role-Playing,Nintendo,0.0,0.0,0.28,0.01,0.28,,,,,,,,,,,92.0,25.0,8.7,467.0,17,96,18.2,7.0,,Jouable en solo,Cartouche,français,français,
6126,Polaris,2600,1982.0,Action,Tigervision,0.26,0.02,0.0,0.0,0.28,,,,,,,,,,,,,,,--,0,--,3.0,1.0,,Cartouche,anglais,anglais,1.0
6127,Viewtiful Joe,PS2,2004.0,Action,Capcom,0.14,0.11,0.0,0.04,0.28,,,,,,,,,,,90.0,34.0,8.3,53.0,17,26,17.6,12.0,,Jouable en solo,DVD,français,français,
6128,Triple Play 2000,N64,1999.0,Sports,Electronic Arts,0.27,0.01,0.0,0.0,0.28,,,,,,,Treyarch,,,"Un joueur, multijoueur",,,,,,,,,,,,,,
6129,Beyblade: Metal Masters,DS,2010.0,Action,Konami Digital Entertainment,0.16,0.1,0.0,0.03,0.28,,,,,,,,,,,65.0,4.0,5.8,6.0,10,28,12.9,7.0,2.0,,Cartouche,français,français,2.0
6130,Need for Speed: Most Wanted,WiiU,2013.0,Racing,Electronic Arts,0.14,0.12,0.0,0.02,0.28,,,,3.0,,,EA Black Box,Multilingue,3.0,Un jusqu'à quatre joueurs.,86.0,36.0,7.5,187.0,15,34,15.8,7.0,2.0,Multi en ligne,iDensity,français,français,2.0
6131,Arcade Hits: Frisky Tom,PS,2002.0,Action,Hamster Corporation,0.16,0.11,0.0,0.02,0.28,,,,,,,,,,,,,,,,,,,,,,,,
6132,Dead to Rights: Retribution,PS3,2010.0,Shooter,Namco Bandai Games,0.1,0.12,0.02,0.05,0.28,,,,,,,,,,,60.0,44.0,6.1,34.0,14,53,15.2,18.0,,Jouable en solo,Blu-Ray,anglais,français,
6133,Unreal Championship 2: The Liandri Conflict,XB,,Shooter,Midway Games,0.22,0.05,0.0,0.01,0.28,,,,,,"Single player, Multiplayer",Epic Games,Multilingue,16.0,"Un joueur, multijoueur",85.0,54.0,8.2,25.0,17,23,18.8,16.0,2.0,,DVD,français,français,2.0
6134,Kung Fu Chaos,XB,2003.0,Fighting,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.28,,,,,,,,,,,68.0,41.0,8.5,28.0,15,46,16.7,7.0,2.0,,DVD,français,français,2.0
6135,Mega Man: Dr. Wily's Revenge,GB,1991.0,Platform,Nintendo,0.0,0.0,0.28,0.0,0.28,,,,,,,Minakuchi Engineering,Anglais,,un joueur,,,,,--,11,16.3,,,,Cartouche,,,
6136,Yu-Gi-Oh! World Championship 2008,DS,2007.0,Strategy,Konami Digital Entertainment,0.13,0.02,0.12,0.01,0.28,,,,,,,Konami,Anglais et Japonais,,un à quatre joueurs,,,,,12,47,16.9,3.0,4.0,Multi en ligne,,,,4.0
6137,Naruto Shippuden: Ultimate Ninja Storm 4,XOne,2016.0,Fighting,Namco Bandai Games,0.19,0.06,0.0,0.03,0.28,,,,,,,,,,,80.0,12.0,8.3,105.0,--,3,20,,,,,,,
6138,Godzilla: Domination!,GBA,2002.0,Fighting,Atari,0.2,0.07,0.0,0.01,0.28,,,,,,,Pipeworks Software,,,"Un joueur, multijoueur",53.0,14.0,8.2,5.0,9,8,14.3,3.0,,Jouable en solo,,,,
6139,Sly Cooper: Thieves in Time,PSV,2013.0,Platform,Sony Computer Entertainment Europe,0.16,0.06,0.0,0.05,0.28,,,,,,Single playerTwo player,Sanzaru Games,Multilingue,,"Un joueur, multijoueur",75.0,15.0,8.0,178.0,17,197,17.9,7.0,,Jouable en solo Multi en local,New Game Media Blu-Ray,français,français,
6140,Tales of the World: Radiant Mythology 3,PSP,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28,,,,,,,,,,,66.0,27.0,7.5,28.0,16,8,17.5,,,,UMD,,,
6141,Famista '92,NES,1991.0,Sports,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,
6142,Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,PS2,2002.0,Misc,Sammy Corporation,0.0,0.0,0.28,0.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,
6143,Jackass the Game,PS2,2007.0,Action,Empire Interactive,0.14,0.11,0.0,0.04,0.28,,,,,,,,,,,58.0,24.0,6.5,24.0,--,,,,,,,,,
6144,Mega Man II,GB,1991.0,Platform,Nintendo,0.0,0.0,0.28,0.0,0.28,,,,,,,,,,,81.0,15.0,8.6,79.0,--,8,15,,,,Cartouche,,,
6145,Lord of Darkness,SNES,1991.0,Action,Tecmo Koei,0.0,0.0,0.28,0.0,0.28,,,,,,,,,,,,,,,--,1,19,,8.0,,,,,8.0
6146,Hannah Montana: Spotlight World Tour,PS2,2008.0,Action,Disney Interactive Studios,0.12,0.02,0.0,0.14,0.28,,,,,,,,,,,,,,,12,8,11.1,3.0,2.0,,DVD,français,français,2.0
6147,Rocket Power: Beach Bandits,GBA,2002.0,Platform,THQ,0.2,0.07,0.0,0.01,0.28,,,,,,,,,,,,,,,--,,,3.0,,,Nintendo Game Disc DVD,,,
6148,Surf's Up,DS,2007.0,Sports,Ubisoft,0.26,0.0,0.0,0.02,0.28,,,,,,,,,,,56.0,5.0,7.0,4.0,--,2,14.5,7.0,,Jouable en solo Multi en local Multi en coopératif,Online Steam,,anglais,
6149,Carol Vorderman's Sudoku,PS2,2006.0,Puzzle,Xplosiv,0.0,0.23,0.0,0.05,0.28,Atomic Planet Entertainment,,,,,,,,,,75.0,4.0,,,,,,,,,,,,
6150,MX SuperFly featuring Ricky Carmichael,PS2,2002.0,Racing,THQ,0.14,0.11,0.0,0.04,0.28,,,,,,,Locomotive Games,,,"Solo, multijoueur",76.0,13.0,8.3,7.0,14,8,16.8,3.0,,,,,,
6151,Remington Super Slam Hunting: Africa,Wii,2010.0,Sports,Mastiff,0.27,0.0,0.0,0.02,0.28,,,,,,,,,,,,,,,--,0,--,12.0,2.0,Multi en coopératif,,,,2.0
6152,Army of Two: The Devil's Cartel,PS3,2013.0,Shooter,Electronic Arts,0.11,0.11,0.01,0.05,0.28,,,,,,,EA Montréal,"Anglais, espagnol",,"Un joueur, multijoueur",58.0,27.0,6.8,131.0,11,80,14.2,18.0,2.0,Multi en ligne Multi en coopératif,Blu-Ray,,,2.0
6153,Syphon Filter: Dark Mirror,PS2,2007.0,Shooter,Sony Computer Entertainment,0.14,0.11,0.0,0.04,0.28,,,,,,,SCE Bend Studio,,16.0,SoloJeu en ligne 8 joueurs,70.0,24.0,6.2,27.0,11,8,14.4,16.0,,Jouable en solo,DVD,français,français,
6154,Conflict: Desert Storm II - Back to Bagdhad,XB,2003.0,Shooter,SCi,0.21,0.06,0.0,0.01,0.28,Pivotal Games,,,,,Multijoueur,,,,,71.0,19.0,7.0,18.0,,,,,,,,,,
6155,Guitar Hero Live,PS3,2015.0,Misc,Activision,0.09,0.14,0.0,0.05,0.28,,,,,,,FreeStyle Games,,12.0,"Solo, multijoueur",,,,,16,2,13,12.0,,Jouable en solo Multi en local,,,français,
6156,Mission: Impossible - Operation Surma,PS2,2003.0,Platform,Atari,0.14,0.11,0.0,0.04,0.28,,,,,,,,,,,64.0,30.0,7.8,13.0,10,27,12.6,12.0,,Jouable en solo,DVD,français,français,
6157,Sesame Street: Elmo's A-to-Zoo Adventure,DS,2010.0,Misc,Warner Bros. Interactive Entertainment,0.27,0.0,0.0,0.02,0.28,,,,,,,,,,,,,,,--,0,--,3.0,,,Cartouche,,,
6158,MLB 07: The Show,PSP,2007.0,Sports,Sony Computer Entertainment,0.26,0.0,0.0,0.02,0.28,,,,,,,,,,,82.0,12.0,8.0,9.0,--,0,--,,,,UMD,,,
6159,Pitfall: The Mayan Adventure,GBA,2001.0,Platform,Interplay,0.2,0.07,0.0,0.01,0.28,,,,,,,"Activision, Imagitec Design",,,Un joueur,58.0,10.0,5.8,6.0,12,6,12,3.0,,Jouable en solo,Cartouche,,français,
6160,Driver: Parallel Lines,PS2,2006.0,Racing,Atari,0.12,0.1,0.03,0.03,0.28,,,,,,,,,,,69.0,41.0,7.2,94.0,14,49,14.8,18.0,1.0,,UMD,français,français,1.0
6161,Sing Party,WiiU,2012.0,Misc,Nintendo,0.13,0.12,0.0,0.02,0.28,,,,,,,,,,,60.0,21.0,6.1,23.0,12,3,13,3.0,4.0,,iDensity,français,français,4.0
6162,Shrek: Ogres & Dronkeys,DS,2007.0,Simulation,Activision,0.26,0.0,0.0,0.02,0.28,,,,,,,,,,,54.0,4.0,7.6,10.0,,,,,,,,,,
6163,Monopoly,DS,2010.0,Misc,Electronic Arts,0.16,0.1,0.0,0.03,0.28,Marmalade Game Studio,,,,,,,,,,,,,,13,8,13.8,,6.0,Multi en local Multi en ligne,,,,6.0
6164,Hot Wheels: Track Attack,DS,2010.0,Racing,THQ,0.18,0.08,0.0,0.02,0.28,,,,,,,,,,,,,,,11,2,12,3.0,2.0,,Cartouche,français,français,2.0
6165,Backyard Wrestling 2: There Goes the Neighborhood,PS2,2004.0,Fighting,Eidos Interactive,0.14,0.11,0.0,0.04,0.28,,,,,,,,,,,46.0,23.0,4.7,12.0,--,,,,,,,,,
6166,Virtua Fighter 5 Online,X360,2007.0,Fighting,Sega,0.2,0.03,0.03,0.02,0.28,,,,,,,,,,,89.0,36.0,7.8,69.0,,,,,,,,,,
6167,Disney's Treasure Planet,GBA,2002.0,Action,Ubisoft,0.2,0.07,0.0,0.01,0.28,,,,,,,,,,,68.0,6.0,8.3,6.0,11,6,17.3,3.0,,Jouable en solo,,,,
6168,Dead or Alive,PS,1998.0,Fighting,Sony Computer Entertainment,0.09,0.06,0.1,0.02,0.28,"Tecmo, Team Ninja",,,,Dead or Alive,,,,,,84.0,10.0,8.3,37.0,--,2,19,,,,,,,
6169,Wild ARMs 5,PS2,2006.0,Role-Playing,505 Games,0.14,0.11,0.0,0.04,0.28,,,,,,,,,,,71.0,26.0,7.8,30.0,15,53,17,12.0,,Jouable en solo,DVD,français,français,
6170,Bionic Commando,X360,2009.0,Platform,Capcom,0.12,0.12,0.01,0.03,0.28,,,,,,,"Capcom, Minakuchi Engineering, Nintendo Software Technology, GRIN, Fatshark",,,,70.0,65.0,7.2,95.0,14,40,15.9,18.0,,Multi en ligne,Blu-Ray DVD,anglais,français,
6171,NFL Blitz 20-02,PS2,2002.0,Sports,Midway Games,0.14,0.11,0.0,0.04,0.28,,,,,,,,,,,76.0,22.0,7.8,17.0,--,,,,,,,,,
6172,Mega Man 7,SNES,1995.0,Platform,Laguna,0.03,0.01,0.23,0.01,0.28,,,,,,,,,,,80.0,30.0,8.4,83.0,--,16,16.8,,,,Cartouche,,,
6173,NCAA March Madness 2005,XB,2004.0,Sports,Electronic Arts,0.21,0.06,0.0,0.01,0.28,"Electronic Arts, EA Vancouver",,,,NCAA Basketball Series,Multijoueur,,,,,80.0,18.0,6.7,6.0,--,0,--,3.0,,Multi en ligne,CD,,,
6174,Shadows of the Damned,PS3,2011.0,Action,Electronic Arts,0.11,0.09,0.04,0.04,0.28,,,,,,,Grasshopper Manufacture,"Voix en anglais, textes en français.",18.0,Un joueur,77.0,56.0,8.0,173.0,14,51,15.2,18.0,,Jouable en solo,Blu-Ray,,,
6175,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GC,,Action,Disney Interactive Studios,0.22,0.06,0.0,0.01,0.28,,,,,,,,,,,71.0,17.0,5.5,4.0,12,14,15.7,3.0,,Multi en coopératif,Cartouche DVD PlayStation Store UMD CD Nintendo Game Disc,français,français,
6176,NBA In The Zone,PS,1995.0,Sports,Konami Digital Entertainment,0.16,0.11,0.0,0.02,0.28,,,,,,,,,,,,,,,--,0,--,,,,CD,,,
6177,Corvette,GBA,2003.0,Racing,TDK Mediactive,0.2,0.07,0.0,0.01,0.28,,,,,,,,,,,,,,,9,7,15,3.0,2.0,,DVD,français,français,2.0
6178,F1 ROC: Race of Champions,SNES,1992.0,Sports,Ocean,0.0,0.0,0.28,0.0,0.28,Seta,,,,,Solo,,,,,,,,,--,,,,,Jouable en solo,,,,
6179,Just Dance 2015,PS3,2014.0,Misc,Ubisoft,0.12,0.11,0.0,0.05,0.28,,,,,,,,,,,,,,,--,2,17.5,3.0,,Jouable en solo Multi en local Multi en ligne,Blu-Ray,français,français,
6180,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,2004.0,Action,THQ,0.22,0.06,0.0,0.01,0.28,"THQ Studio Australia, Tantalus Media, THQ",,,,,Solo,THQ Studio Australia,Anglais,,Solo,65.0,8.0,8.1,10.0,,,,,,,,,,
6181,Silent Hill 2: Restless Dreams,XB,2001.0,Action,Konami Digital Entertainment,0.21,0.06,0.0,0.01,0.28,"Bloober Team, Konami, Team Silent, Konami Computer Entertainment Japan, Creature Labs",,,,,Solo,,,,,84.0,23.0,8.3,68.0,17,70,17.9,16.0,,Jouable en solo,CD DVD,français,français,
6182,Cabela's Big Game Hunter 2012,X360,2011.0,Sports,Activision,0.24,0.02,0.0,0.02,0.28,,,,,,,,,,,,,,,--,2,16,,,,Blu-Ray DVD,,,
6183,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS4,2016.0,Action,Square Enix,0.0,0.0,0.28,0.0,0.28,,,,,,,,,,,76.0,68.0,7.6,78.0,,,,,,,,,,
6184,Moshi Monsters: Moshlings Theme Park,3DS,2012.0,Misc,Activision,0.13,0.13,0.0,0.03,0.28,,,,,,,,,,,,,,,--,0,--,3.0,,,Online Cartouche,,,
6185,UEFA Euro 2016,PS4,2016.0,Sports,Konami Digital Entertainment,0.0,0.21,0.03,0.03,0.28,,,,,,,,,,,72.0,7.0,6.0,12.0,,,,,,,,,,
6186,Soul Nomad & the World Eaters,PS2,2007.0,Role-Playing,Tecmo Koei,0.14,0.11,0.0,0.04,0.28,,,,,,,,,,,73.0,31.0,8.2,26.0,,,,,,,,,,
6187,RollerCoaster Tycoon 3,PC,2004.0,Strategy,Atari,0.01,0.22,0.0,0.05,0.28,,,,,,,Frontier Developments,"Anglais, français, italien, allemand, espagnol, danois, néerlandais, finnois, norvégien, suédois",3.0,Solo,81.0,39.0,5.4,401.0,16,234,17.4,3.0,,Jouable en solo,CD,français,français,
6188,Bass Strike,PS2,2001.0,Sports,THQ,0.14,0.11,0.0,0.04,0.28,,,,,,,,,,,57.0,11.0,5.8,4.0,--,2,16.5,3.0,,Jouable en solo,DVD,,,
6189,NHL Hitz 20-03,PS2,2002.0,Sports,Midway Games,0.14,0.11,0.0,0.04,0.28,,,,,,,,,,,82.0,19.0,8.5,10.0,14,4,17.5,,4.0,,DVD,,,4.0
6190,Danganronpa Another Episode: Ultra Despair Girls,PSV,2014.0,Action,Nippon Ichi Software,0.1,0.03,0.12,0.04,0.28,,,,,,,Spike,Audio : Anglais - Japonais,,1 joueur,72.0,35.0,8.1,124.0,12,3,17.7,16.0,,Jouable en solo,PlayStation Store,anglais,anglais,
